260 000 DH,Année-Modèle:2014,Kilométrage:90 000 - 94 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe CLA,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Meknès
155 000 DH,Année-Modèle:2013,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:PASSAT CC,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Rabat
380 000 DH,Année-Modèle:2014,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe C,Puissance fiscale:9 CV,Secteur:autre_secteur,"Type:Voitures, Offre", Tétouan
169 000 DH,Année-Modèle:2014,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 7,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Rabat,Numéro vérifié 
20 000 DH,Année-Modèle:1985,Kilométrage:130 000 - 139 999,Type de carburant:Essence,Marque:Renault,Modèle:R11,Puissance fiscale:-,Secteur:quartier_de_locean,"Type:Voitures, Offre", Rabat
240 000 DH,Année-Modèle:2011,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe E,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
60 000 DH,Année-Modèle:2014,Kilométrage:90 000 - 94 999,Type de carburant:Essence,Marque:Hyundai,Modèle:i 10,Puissance fiscale:-,Secteur:habous,"Type:Voitures, Offre", Casablanca
295 000 DH,Année-Modèle:2015,Kilométrage:170 000 - 179 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Tiguan,Puissance fiscale:8 CV,Secteur:al_qods,"Type:Voitures, Offre", Mohammedia

88 000 DH,Année-Modèle:2016,Kilométrage:90 000 - 94 999,Type de carburant:Diesel,Marque:Fiat,Modèle:Doblo,Puissance fiscale:5 CV,Secteur:toute_la_ville,"Type:Voitures, Offre", Laâyoune
4 700 DH,Année-Modèle:2008,Kilométrage:95 000 - 99 999,Type de carburant:Essence,Marque:Kia,Modèle:Picanto,Puissance fiscale:5 CV,-,"Type:Voitures, Offre", Bouznika

7 300 000 DH,Année-Modèle:2011,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:807,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Salé,Numéro vérifié 
39 000 DH,Année-Modèle:2010,Kilométrage:110 000 - 119 999,Type de carburant:Essence,Marque:Chery,Modèle:A113,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
520 000 DH,Année-Modèle:2009,Kilométrage:10 000 - 14 999,Type de carburant:Essence,Marque:Autres,Modèle:Autres,Puissance fiscale:-,Secteur:medina,"Type:Voitures, Offre", Meknès
70 000 DH,Année-Modèle:2011,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca
315 000 DH,Année-Modèle:2016,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe CLA,Puissance fiscale:-,Secteur:maarif,"Type:Voitures, Offre", Casablanca
14 000 DH,Année-Modèle:1986,Kilométrage:25 000 - 29 999,Type de carburant:Diesel,Marque:Renault,Modèle:R9,Puissance fiscale:-,Secteur:zitoune,"Type:Voitures, Offre", Meknès
35 000 DH,Année-Modèle:2006,Kilométrage:130 000 - 139 999,Type de carburant:Essence,Marque:Daihatsu,Modèle:YRV,Puissance fiscale:-,Secteur:hamria,"Type:Voitures, Offre", Meknès
34 000 DH,Année-Modèle:1999,Kilométrage:65 000 - 69 999,Type de carburant:Essence,Marque:Fiat,Modèle:Palio,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca
85 000 DH,Année-Modèle:2014,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Temara
115 000 DH,Année-Modèle:2014,Kilométrage:90 000 - 94 999,Type de carburant:Essence,Marque:Alfa Romeo,Modèle:159,Puissance fiscale:-,Secteur:bourgogne,"Type:Voitures, Offre", Casablanca
65 000 DH,Année-Modèle:2012,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Rabat

50 000 DH,Année-Modèle:2018,Kilométrage:10 000 - 14 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:-,Secteur:al_boustane,"Type:Voitures, Offre", Nador
55 000 DH,Année-Modèle:1995,Kilométrage:130 000 - 139 999,Type de carburant:Diesel,Marque:Renault,Modèle:19,Puissance fiscale:-,Secteur:el_houda,"Type:Voitures, Offre", Agadir
84 000 DH,Année-Modèle:2012,Kilométrage:190 000 - 199 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Dokker,Puissance fiscale:-,Secteur:toute_la_ville,"Type:Voitures, Offre", Ouarzazate
172 000 DH,Année-Modèle:2017,Kilométrage:20 000 - 24 999,Type de carburant:Diesel,Marque:Skoda,Modèle:Octavia,Puissance fiscale:-,Secteur:cgi,"Type:Voitures, Offre", Oujda

72 000 DH,Année-Modèle:2007,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Nissan,Modèle:X-Trail,Puissance fiscale:9 CV,Secteur:autre_secteur,"Type:Voitures, Offre", Casablanca
46 000 DH,Année-Modèle:2000,Kilométrage:30 000 - 34 999,Type de carburant:Diesel,Marque:Renault,Modèle:19,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Tanger
47 000 DH,Année-Modèle:2002,Kilométrage:110 000 - 119 999,Type de carburant:Essence,Marque:Renault,Modèle:Clio,Puissance fiscale:-,Secteur:marjane_2,"Type:Voitures, Offre", Meknès
70 000 DH,Année-Modèle:2009,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:208,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Nador,Numéro vérifié 
47 000 DH,Année-Modèle:2005,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Renault,Modèle:Laguna,Puissance fiscale:9 CV,-,"Type:Voitures, Offre", Mohammedia,Numéro vérifié 
130 000 DH,Année-Modèle:2016,Kilométrage:30 000 - 34 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:-,-,"Type:Voitures, Offre", Meknès
19 000 DH,Année-Modèle:1999,Kilométrage:170 000 - 179 999,Type de carburant:Essence,Marque:Suzuki,Modèle:BALENO,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Salé,Numéro vérifié 
67 000 DH,Année-Modèle:2007,Kilométrage:25 000 - 29 999,Type de carburant:Diesel,Marque:Citroen,Modèle:C4,Puissance fiscale:-,Secteur:hassan,"Type:Voitures, Offre", Rabat
40 000 DH,Année-Modèle:2007,Kilométrage:70 000 - 74 999,Type de carburant:Essence,Marque:Hyundai,Modèle:Atos,Puissance fiscale:6 CV,Secteur:oulfa,"Type:Voitures, Offre", Casablanca

138 000 DH,Année-Modèle:2013,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Nissan,Modèle:Qashqai,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Marrakech,Numéro vérifié 
3 200 DH,Année-Modèle:1998,Kilométrage:25 000 - 29 999,Type de carburant:Essence,Marque:Renault,Modèle:Megane,Puissance fiscale:9 CV,-,"Type:Voitures, Offre", Temara,Numéro vérifié 
210 000 DH,Année-Modèle:2010,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Audi,Modèle:Q5,Puissance fiscale:-,Secteur:sidi_maarouf,"Type:Voitures, Offre", Casablanca
470 000 DH,Année-Modèle:2003,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Fiat,Modèle:Palio,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
65 000 DH,Année-Modèle:2010,Kilométrage:140 000 - 149 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Rabat,Numéro vérifié 
105 000 DH,Année-Modèle:2015,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:208,Puissance fiscale:-,Secteur:ain_sebaa,"Type:Voitures, Offre", Casablanca,Numéro vérifié 

600 000 DH,Année-Modèle:2013,Kilométrage:45 000 - 49 999,Type de carburant:Diesel,Marque:Porsche,Modèle:Panamera,Puissance fiscale:-,-,"Type:Voitures, Offre", Mohammedia
34 000 DH,Année-Modèle:2003,Kilométrage:180 000 - 189 999,Type de carburant:Essence,Marque:Fiat,Modèle:Siena,Puissance fiscale:-,Secteur:allal_el_fassi,"Type:Voitures, Offre", Marrakech
135 000 DH,Année-Modèle:2008,Kilométrage:130 000 - 139 999,Type de carburant:Diesel,Marque:Alfa Romeo,Modèle:Spider,Puissance fiscale:10 CV,Secteur:autre_secteur,"Type:Voitures, Offre", Agadir
65 000 DH,Année-Modèle:2005,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Polo,Puissance fiscale:8 CV,Secteur:centre_ville,"Type:Voitures, Offre", Tétouan

120 000 DH,Année-Modèle:2013,Kilométrage:35 000 - 39 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Duster,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
145 000 DH,Année-Modèle:2015,Kilométrage:0 - 4 999,Type de carburant:Diesel,Marque:Ford,Modèle:Focus,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Agadir


57 000 DH,Année-Modèle:2007,Kilométrage:100 000 - 109 999,Type de carburant:Essence,Marque:Toyota,Modèle:Yaris,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca
1er site d'annonces gratuites au Maroc
180 000 DH,Année-Modèle:2012,Kilométrage:75 000 - 79 999,Type de carburant:Diesel,Marque:BMW,Modèle:X1,Puissance fiscale:8 CV,Secteur:targa,"Type:Voitures, Offre", Marrakech
71 000 DH,Année-Modèle:2015,Kilométrage:120 000 - 129 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:7 CV,Secteur:ahlane,"Type:Voitures, Offre", Tanger

51 000 DH,Année-Modèle:2007,Kilométrage:5 000 - 9 999,Type de carburant:Essence,Marque:Renault,Modèle:Clio,Puissance fiscale:-,-,"Type:Voitures, Offre", Marrakech
86 000 DH,Année-Modèle:2014,Kilométrage:80 000 - 84 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Dokker,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Marrakech,Numéro vérifié 

125 000 DH,Année-Modèle:2010,Kilométrage:150 000 - 159 999,Type de carburant:Essence,Marque:Honda,Modèle:CR-V,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Salé
60 000 DH,Année-Modèle:2007,Kilométrage:10 000 - 14 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:-,Secteur:hassan,"Type:Voitures, Offre", Rabat
75 000 DH,Année-Modèle:2012,Kilométrage:120 000 - 129 999,Type de carburant:Essence,Marque:Ford,Modèle:Fiesta,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Marrakech,Numéro vérifié 
229 000 DH,Année-Modèle:2011,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:220,Puissance fiscale:9 CV,-,"Type:Voitures, Offre", Fès
125 000 DH,Année-Modèle:2012,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:i 30,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Rabat,Numéro vérifié 
110 000 DH,Année-Modèle:2011,Kilométrage:50 000 - 54 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:i 30,Puissance fiscale:-,Secteur:toute_la_ville,"Type:Voitures, Offre", Salé
106 000 DH,Année-Modèle:2017,Kilométrage:40 000 - 44 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:301,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Rabat
110 000 DH,Année-Modèle:2014,Kilométrage:75 000 - 79 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Polo,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca

53 000 DH,Année-Modèle:2009,Kilométrage:140 000 - 149 999,Type de carburant:Essence,Marque:Kia,Modèle:Picanto,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", El Jadida,Numéro vérifié 
135 000 DH,Année-Modèle:2005,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe C,Puissance fiscale:-,Secteur:al_boustane,"Type:Voitures, Offre", Nador
21 000 DH,Année-Modèle:1990,Kilométrage:20 000 - 24 999,Type de carburant:Diesel,Marque:Ford,Modèle:BEDFORD,Puissance fiscale:7 CV,Secteur:beni_makada_lakdima,"Type:Voitures, Offre", Tanger
124 000 DH,Année-Modèle:2006,Kilométrage:190 000 - 199 999,Type de carburant:Diesel,Marque:Land Rover,Modèle:Range Rover,Puissance fiscale:11 CV,Secteur:guich_oudaya,"Type:Voitures, Offre", Rabat,Numéro vérifié 

110 000 DH,Année-Modèle:2017,Kilométrage:65 000 - 69 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Dokker,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
1er site d'annonces gratuites au Maroc


68 000 DH,Année-Modèle:2015,Kilométrage:70 000 - 74 999,Type de carburant:Essence,Marque:Fiat,Modèle:Panda,Puissance fiscale:7 CV,Secteur:hay_laymouna,"Type:Voitures, Offre", Casablanca
39 000 DH,Année-Modèle:1999,Kilométrage:5 000 - 9 999,Type de carburant:Diesel,Marque:Renault,Modèle:19,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Agadir,Numéro vérifié 
61 000 DH,Année-Modèle:2006,Kilométrage:140 000 - 149 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:6 CV,Secteur:autre_secteur,"Type:Voitures, Offre", Agadir,Numéro vérifié 
52 000 DH,Année-Modèle:2000,Kilométrage:0 - 4 999,Type de carburant:Diesel,Marque:Renault,Modèle:Megane,Puissance fiscale:-,-,"Type:Voitures, Offre", Meknès
48 000 DH,Année-Modèle:2006,Kilométrage:200 000 - 249 999,Type de carburant:Essence,Marque:Mazda,Modèle:6,Puissance fiscale:-,-,"Type:Voitures, Offre", Fès
37 000 DH,Année-Modèle:2003,Kilométrage:140 000 - 149 999,Type de carburant:Essence,Marque:Fiat,Modèle:Palio,Puissance fiscale:-,Secteur:ain_chock,"Type:Voitures, Offre", Casablanca
128 000 DH,Année-Modèle:2010,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 6,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Casablanca
65 000 DH,Année-Modèle:2001,Kilométrage:140 000 - 149 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 4,Puissance fiscale:8 CV,Secteur:autre_secteur,"Type:Voitures, Offre", Nador
125 000 DH,Année-Modèle:2016,Kilométrage:40 000 - 44 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Accent,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca
33 000 DH,Année-Modèle:1984,Kilométrage:5 000 - 9 999,Type de carburant:Diesel,Marque:Renault,Modèle:R11,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Sidi Slimane
139 000 DH,Année-Modèle:2015,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 6,Puissance fiscale:-,-,"Type:Voitures, Offre", Meknès
95 000 DH,Année-Modèle:2011,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Duster,Puissance fiscale:6 CV,Secteur:lissasfa,"Type:Voitures, Offre", Casablanca
31 000 DH,Année-Modèle:1994,Kilométrage:350 000 - 399 999,Type de carburant:Essence,Marque:Renault,Modèle:R19,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Taza
670 000 DH,Année-Modèle:2004,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Tucson,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Salé,Numéro vérifié 
72 000 DH,Année-Modèle:2007,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:-,Secteur:sidi_bernoussi,"Type:Voitures, Offre", Casablanca

73 000 DH,Année-Modèle:2000,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe A,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Meknès
57 000 DH,Année-Modèle:2011,Kilométrage:80 000 - 84 999,Type de carburant:Essence,Marque:Fiat,Modèle:Panda,Puissance fiscale:-,-,"Type:Voitures, Offre", Tanger,Numéro vérifié 
108 000 DH,Année-Modèle:2017,Kilométrage:55 000 - 59 999,Type de carburant:Diesel,Marque:Ford,Modèle:Fiesta,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca
240 000 DH,Année-Modèle:2013,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Touareg,Puissance fiscale:-,-,"Type:Voitures, Offre", Kénitra
108 000 DH,Année-Modèle:2010,Kilométrage:140 000 - 149 999,Type de carburant:Essence,Marque:Volkswagen,Modèle:GOLF 6,Puissance fiscale:9 CV,-,"Type:Voitures, Offre", Tanger
50 000 DH,Année-Modèle:2005,Kilométrage:20 000 - 24 999,Type de carburant:Essence,Marque:Citroen,Modèle:C3 Picasso,Puissance fiscale:-,-,"Type:Voitures, Offre", Oujda
60 000 DH,Année-Modèle:2005,Kilométrage:190 000 - 199 999,Type de carburant:Diesel,Marque:Citroen,Modèle:C3,Puissance fiscale:-,Secteur:ben_souda,"Type:Voitures, Offre", Fès
45 000 DH,Année-Modèle:2005,Kilométrage:60 000 - 64 999,Type de carburant:Essence,Marque:Volkswagen,Modèle:GOLF PLUS,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca

68 000 DH,Année-Modèle:2012,Kilométrage:85 000 - 89 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 6,Puissance fiscale:8 CV,Secteur:hassan,"Type:Voitures, Offre", Rabat
115 000 DH,Année-Modèle:2008,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Passat,Puissance fiscale:8 CV,Secteur:toute_la_ville,"Type:Voitures, Offre", Béni Mellal
165 000 DH,Année-Modèle:2014,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Mitsubishi,Modèle:pajero sport,Puissance fiscale:10 CV,Secteur:gueliz,"Type:Voitures, Offre", Marrakech
50 000 DH,Année-Modèle:1995,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Renault,Modèle:R19,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Sidi Kacem,Numéro vérifié 
155 000 DH,Année-Modèle:2012,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Renault,Modèle:MEGANE CABRIOLET,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Marrakech,Numéro vérifié 
230 000 DH,Année-Modèle:2014,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Touran,Puissance fiscale:8 CV,Secteur:al_mandar_al_jamil,"Type:Voitures, Offre", Tanger
1er site d'annonces gratuites au Maroc
88 000 DH,Année-Modèle:1999,Kilométrage:190 000 - 199 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe C,Puissance fiscale:-,-,"Type:Voitures, Offre", Nador
66 000 DH,Année-Modèle:2011,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Citroen,Modèle:Berlingo,Puissance fiscale:-,Secteur:toute_la_ville,"Type:Voitures, Offre", Bni Ansar
